time,type,value,duration
4:57:51.0696,state,idle,0
4:57:51.0696,state,working,3
4:57:54.2892,state,idle,0
4:57:54.2892,state,working,7
4:58:01.6259,state,idle,0
4:58:01.6259,state,working,8
4:58:09.6259,state,idle,0
4:58:09.6259,state,working,8
4:58:17.6259,state,idle,0
4:58:17.6259,state,working,24
4:58:41.9666,state,idle,0
4:58:41.9666,state,working,2
4:58:43.5056,state,idle,0
4:58:43.5056,state,working,6
4:58:49.4132,state,idle,0
4:58:49.4132,state,working,1
4:58:50.5831,state,idle,0
4:58:50.5831,state,working,7
4:58:57.6259,state,idle,0
4:58:57.6259,state,working,21
4:59:18.6802,state,idle,0
4:59:18.6802,state,working,15
4:59:33.9122,state,idle,0
4:59:33.9122,state,working,5
4:59:38.4374,state,idle,0
4:59:38.4374,state,working,9
4:59:47.8011,state,idle,0
4:59:47.8011,state,working,2
4:59:49.8470,state,idle,0
4:59:49.8470,state,working,5
4:59:54.4567,state,idle,0
4:59:54.4567,state,working,21
5:00:15.1827,state,idle,0
5:00:15.1827,state,working,21
5:00:36.6661,state,idle,0
5:00:36.6661,state,working,1
5:00:37.7344,state,idle,0
5:00:37.7344,state,working,7
5:00:44.3520,state,idle,0
5:00:44.3520,state,working,8
5:00:52.0403,state,idle,0
5:00:52.0403,state,working,2
5:00:53.9604,state,idle,0
5:00:53.9604,state,working,7
5:01:01.2024,state,idle,0
5:01:01.2024,state,working,2
5:01:03.6667,state,idle,0
5:01:03.6667,state,working,3
5:01:07.0575,state,idle,0
5:01:07.0575,state,working,4
5:01:10.7261,state,idle,0
5:01:10.7261,state,working,20
5:01:31.2165,state,idle,0
5:01:31.2165,state,working,20
5:01:50.8313,state,idle,0
5:01:50.8313,state,working,4
5:01:54.7694,state,idle,0
5:01:54.7694,state,working,1
5:01:55.5694,state,idle,0
5:01:55.5694,state,working,1
5:01:56.3694,state,idle,0
5:01:56.3694,state,working,1
5:01:57.1694,state,idle,0
5:01:57.1694,state,working,8
5:02:05.3770,state,idle,0
5:02:05.3770,state,working,10
5:02:15.5885,state,idle,0
5:02:15.5885,state,working,18
5:02:33.2897,state,idle,0
5:02:33.2897,state,working,1
5:02:34.0897,state,idle,0
5:02:34.0897,state,working,5
5:02:38.9389,state,idle,0
5:02:38.9389,state,working,3
5:02:41.6259,state,idle,0
5:02:41.6259,state,working,8
5:02:49.6259,state,idle,0
5:02:49.6259,state,working,13
5:03:02.3227,state,idle,0
5:03:02.3227,state,working,10
5:03:12.3544,state,idle,0
5:03:12.3544,state,working,3
5:03:15.0091,state,idle,0
5:03:15.0091,state,working,8
5:03:23.2741,state,idle,0
5:03:23.2741,state,working,6
5:03:29.6259,state,idle,0
5:03:29.6259,state,working,8
5:03:37.6259,state,idle,0
5:03:37.6259,state,working,8
5:03:45.6259,state,idle,0
5:03:45.6259,state,working,8
5:03:53.6259,state,idle,0
5:03:53.6259,state,working,27
5:04:20.9165,state,idle,0
5:04:20.9165,state,working,3
5:04:23.6349,state,idle,0
5:04:23.6349,state,working,8
5:04:31.1913,state,idle,0
5:04:31.1913,state,working,6
5:04:37.4317,state,idle,0
5:04:37.4317,state,working,17
5:04:54.8529,state,idle,0
5:04:54.8529,state,working,7
5:05:01.5372,state,idle,0
5:05:01.5372,state,working,4
5:05:05.2698,state,idle,0
5:05:05.2698,state,working,2
5:05:07.0727,state,idle,0
5:05:07.0727,state,working,7
5:05:14.4109,state,idle,0
5:05:14.4109,state,working,3
5:05:17.3870,state,idle,0
5:05:17.3870,state,working,4
5:05:21.6259,state,idle,0
5:05:21.6259,state,working,8
5:05:29.6259,state,idle,0
5:05:29.6259,state,working,11
5:05:40.5993,state,idle,0
5:05:40.5993,state,working,5
5:05:45.6259,state,idle,0
5:05:45.6259,state,working,10
5:05:55.1802,state,idle,0
5:05:55.1802,state,working,25
5:06:20.3460,state,idle,0
5:06:20.3460,state,working,1
5:06:21.1460,state,idle,0
5:06:21.1460,state,working,1
5:06:22.4809,state,idle,0
5:06:22.4809,state,working,25
5:06:47.7324,state,idle,0
5:06:47.7324,state,working,1
5:06:48.7396,state,idle,0
5:06:48.7396,state,working,11
5:06:59.5839,state,idle,0
5:06:59.5839,state,working,9
5:07:08.6302,state,idle,0
5:07:08.6302,state,working,1
5:07:09.7389,state,idle,0
5:07:09.7389,state,working,2
5:07:12.2039,state,idle,0
5:07:12.2039,state,working,9
5:07:21.2682,state,idle,0
5:07:21.2682,state,working,1
5:07:22.0682,state,idle,0
5:07:22.0682,state,working,14
5:07:36.3439,state,idle,0
5:07:36.3439,state,working,2
5:07:38.0360,state,idle,0
5:07:38.0360,state,working,8
5:07:45.6259,state,idle,0
5:07:45.6259,state,working,8
5:07:53.6259,state,idle,0
5:07:53.6259,state,working,8
5:08:01.6259,state,idle,0
5:08:01.6259,state,working,8
5:08:09.6259,state,idle,0
5:08:09.6259,state,working,8
5:08:17.6259,state,idle,0
5:08:17.6259,state,working,8
5:08:25.6259,state,idle,0
5:08:25.6259,state,working,8
5:08:33.6259,state,idle,0
5:08:33.6259,state,working,8
5:08:41.6259,state,idle,0
5:08:41.6259,state,working,8
5:08:49.6259,state,idle,0
5:08:49.6259,state,working,8
5:08:57.6259,state,idle,0
5:08:57.6259,state,working,8
5:09:05.6259,state,idle,0
5:09:05.6259,state,working,29
5:09:34.3959,state,idle,0
5:09:34.3959,state,working,4
5:09:38.8633,state,idle,0
5:09:38.8633,state,working,18
5:09:56.7002,state,idle,0
5:09:56.7002,state,working,3
5:09:59.9192,state,idle,0
5:09:59.9192,state,working,1
5:10:00.7192,state,idle,0
5:10:00.7192,state,working,13
5:10:13.3960,state,idle,0
5:10:13.3960,state,working,1
5:10:14.7822,state,idle,0
5:10:14.7822,state,working,1
5:10:15.6072,state,idle,0
5:10:15.6072,state,working,3
5:10:18.6483,state,idle,0
5:10:18.6483,state,working,7
5:10:25.6259,state,idle,0
5:10:25.6259,state,working,12
5:10:37.9541,state,idle,0
5:10:37.9541,state,working,9
5:10:46.8563,state,idle,0
5:10:46.8563,state,working,12
5:10:59.0078,state,idle,0
5:10:59.0078,state,working,6
5:11:04.8708,state,idle,0
5:11:04.8708,state,working,8
5:11:13.1167,state,idle,0
5:11:13.1167,state,working,1
5:11:13.9167,state,idle,0
5:11:13.9167,state,working,8
5:11:21.6259,state,idle,0
5:11:21.6259,state,working,8
5:11:29.6259,state,idle,0
5:11:29.6259,state,working,8
5:11:37.6259,state,idle,0
5:11:37.6259,state,working,14
5:11:51.6547,state,idle,0
5:11:51.6547,state,working,21
5:12:12.4720,state,idle,0
5:12:12.4720,state,working,8
5:12:20.7145,state,idle,0
5:12:20.7145,state,working,17
5:12:37.8842,state,idle,0
5:12:37.8842,state,working,21
5:12:58.3943,state,idle,0
5:12:58.3943,state,working,31
5:13:29.0685,state,idle,0
5:13:29.0685,state,working,5
5:13:33.8453,state,idle,0
5:13:33.8453,state,working,12
5:13:46.3305,state,idle,0
5:13:46.3305,state,working,15
5:14:00.8496,state,idle,0
5:14:00.8496,state,working,34
5:14:34.4463,state,idle,0
5:14:34.4463,state,working,21
5:14:55.0568,state,idle,0
5:14:55.0568,state,working,10
5:15:05.3066,state,idle,0
5:15:05.3066,state,working,3
5:15:08.6568,state,idle,0
5:15:08.6568,state,working,9
5:15:17.9841,state,idle,0
5:15:17.9841,state,working,3
5:15:20.6661,state,idle,0
5:15:20.6661,state,working,9
5:15:29.2337,state,idle,0
5:15:29.2337,state,working,22
5:15:51.2768,state,idle,0
5:15:51.2768,state,working,3
5:15:54.3878,state,idle,0
5:15:54.3878,state,working,4
5:15:58.6819,state,idle,0
5:15:58.6819,state,working,18
5:16:16.6797,state,idle,0
5:16:16.6797,state,working,5
5:16:21.3467,state,idle,0
5:16:21.3467,state,working,12
5:16:33.5535,state,idle,0
5:16:33.5535,state,working,2
5:16:35.3066,state,idle,0
5:16:35.3066,state,working,6
5:16:41.6984,state,idle,0
5:16:41.6984,state,working,34
5:17:15.9345,state,idle,0
5:17:15.9345,state,working,3
5:17:18.9575,state,idle,0
5:17:18.9575,state,working,12
5:17:31.2413,state,idle,0
5:17:31.2413,state,working,4
5:17:35.3403,state,idle,0
5:17:35.3403,state,working,11
5:17:46.2028,state,idle,0
5:17:46.2028,state,working,10
5:17:56.0576,state,idle,0
5:17:56.0576,state,working,38
5:18:33.7709,state,idle,0
5:18:33.7709,state,working,5
5:18:39.0304,state,idle,0
5:18:39.0304,state,working,2
5:18:41.0584,state,idle,0
5:18:41.0584,state,working,8
5:18:48.6143,state,idle,0
5:18:48.6143,state,working,9
5:18:57.8441,state,idle,0
5:18:57.8441,state,working,8
5:19:05.7286,state,idle,0
5:19:05.7286,state,working,1
5:19:06.5874,state,idle,0
5:19:06.5874,state,working,9
5:19:15.2903,state,idle,0
5:19:15.2903,state,working,4
5:19:19.3229,state,idle,0
5:19:19.3229,state,working,17
5:19:35.9242,state,idle,0
5:19:35.9242,state,working,1
5:19:36.7242,state,idle,0
5:19:36.7242,state,working,15
5:19:51.3688,state,idle,0
5:19:51.3688,state,working,24
5:20:15.6542,state,idle,0
5:20:15.6542,state,working,22
5:20:37.4790,state,idle,0
5:20:37.4790,state,working,2
5:20:39.6048,state,idle,0
5:20:39.6048,state,working,6
5:20:45.9802,state,idle,0
5:20:45.9802,state,working,19
5:21:04.4918,state,idle,0
5:21:04.4918,state,working,14
5:21:18.7604,state,idle,0
5:21:18.7604,state,working,3
5:21:21.4820,state,idle,0
5:21:21.4820,state,working,5
5:21:26.2385,state,idle,0
5:21:26.2385,state,working,20
5:21:46.7201,state,idle,0
5:21:46.7201,state,working,4
5:21:51.1942,state,idle,0
5:21:51.1942,state,working,1
5:21:52.3636,state,idle,0
5:21:52.3636,state,working,19
5:22:11.8127,state,failed,84
5:23:36.1274,state,working,6
5:23:42.3387,state,idle,0
5:23:42.3387,state,working,13
5:23:55.5883,state,idle,0
5:23:55.5883,state,working,5
5:24:00.5191,state,idle,0
5:24:00.5191,state,working,1
5:24:01.3191,state,idle,0
5:24:01.3191,state,working,4
5:24:05.2917,state,idle,0
5:24:05.2917,state,working,1
5:24:06.1020,state,idle,0
5:24:06.1020,state,working,1
5:24:06.9020,state,idle,0
5:24:06.9020,state,working,2
5:24:08.5883,state,idle,0
5:24:08.5883,state,working,11
5:24:19.3668,state,idle,0
5:24:19.3668,state,working,50
5:25:09.7655,state,idle,0
5:25:09.7655,state,working,6
5:25:15.2903,state,idle,0
5:25:15.2903,state,working,4
5:25:18.9194,state,idle,0
5:25:18.9194,state,working,9
5:25:28.3102,state,idle,0
5:25:28.3102,state,working,1
5:25:29.6963,state,idle,0
5:25:29.6963,state,working,6
5:25:35.6950,state,idle,0
5:25:35.6950,state,working,7
5:25:42.4494,state,idle,0
5:25:42.4494,state,working,11
5:25:53.3835,state,idle,0
5:25:53.3835,state,working,1
5:25:54.6454,state,idle,0
5:25:54.6454,state,working,6
5:26:01.0489,state,idle,0
5:26:01.0489,state,working,11
5:26:11.8003,state,idle,0
5:26:11.8003,state,working,1
5:26:12.6003,state,idle,0
5:26:12.6003,state,working,4
5:26:16.9288,state,idle,0
5:26:16.9288,state,working,1
5:26:17.7288,state,idle,0
5:26:17.7288,state,working,15
5:26:32.8519,state,idle,0
5:26:32.8519,state,working,2
5:26:35.2158,state,idle,0
5:26:35.2158,state,working,6
5:26:40.7655,state,idle,0
5:26:40.7655,state,working,8
5:26:48.7655,state,idle,0
5:26:48.7655,state,working,8
5:26:56.7655,state,idle,0
5:26:56.7655,state,working,8
5:27:04.9001,state,idle,0
5:27:04.9001,state,working,8
5:27:12.7655,state,idle,0
5:27:12.7655,state,working,8
5:27:20.7655,state,idle,0
5:27:20.7655,state,working,13
5:27:33.8316,state,idle,0
5:27:33.8316,state,working,3
5:27:36.7655,state,idle,0
5:27:36.7655,state,working,8
5:27:44.7655,state,idle,0
5:27:44.7655,state,working,8
5:27:52.7655,state,idle,0
5:27:52.7655,state,working,8
5:28:00.7655,state,idle,0
5:28:00.7655,state,working,21
5:28:21.3797,state,idle,0
5:28:21.3797,state,working,2
5:28:23.3370,state,idle,0
5:28:23.3370,state,working,7
5:28:30.4458,state,idle,0
5:28:30.4458,state,working,7
5:28:37.7287,state,idle,0
5:28:37.7287,state,working,3
5:28:40.7655,state,idle,0
5:28:40.7655,state,working,11
5:28:51.4498,state,idle,0
5:28:51.4498,state,working,5
5:28:56.7655,state,idle,0
5:28:56.7655,state,working,8
5:29:04.7655,state,idle,0
5:29:04.7655,state,working,8
5:29:12.7655,state,idle,0
5:29:12.7655,state,working,8
5:29:20.7655,state,idle,0
5:29:20.7655,state,working,8
5:29:28.7655,state,idle,0
5:29:28.7655,state,working,8
5:29:36.7655,state,idle,0
5:29:36.7655,state,working,37
5:30:14.2438,state,idle,0
5:30:14.2438,state,working,15
5:30:29.6307,state,idle,0
5:30:29.6307,state,working,25
5:30:54.6576,state,idle,0
5:30:54.6576,state,working,11
5:31:05.9712,state,idle,0
5:31:05.9712,state,working,1
5:31:06.7712,state,idle,0
5:31:06.7712,state,working,15
5:31:21.4882,state,idle,0
5:31:21.4882,state,working,5
5:31:26.2849,state,idle,0
5:31:26.2849,state,working,26
5:31:52.3207,state,idle,0
5:31:52.3207,state,working,12
5:32:04.2010,state,idle,0
5:32:04.2010,state,working,10
5:32:14.5153,state,idle,0
5:32:14.5153,state,working,1
5:32:16.0130,state,idle,0
5:32:16.0130,state,working,21
5:32:36.5946,state,idle,0
5:32:36.5946,state,working,14
5:32:50.1727,state,idle,0
5:32:50.1727,state,working,2
5:32:51.8577,state,idle,0
5:32:51.8577,state,working,7
5:32:58.5502,state,idle,0
5:32:58.5502,state,working,15
5:33:13.5797,state,idle,0
5:33:13.5797,state,working,42
5:33:55.6974,state,idle,0
5:33:55.6974,state,working,7
5:34:02.4029,state,idle,0
5:34:02.4029,state,working,3
5:34:05.5371,state,idle,0
5:34:05.5371,state,working,8
5:34:13.6303,state,idle,0
5:34:13.6303,state,working,11
5:34:24.9166,state,idle,0
5:34:24.9166,state,working,3
5:34:27.6063,state,idle,0
5:34:27.6063,state,working,20
5:34:47.1716,state,idle,0
5:34:47.1716,state,working,17
5:35:04.0967,state,idle,0
5:35:04.0967,state,working,4
5:35:07.7357,state,idle,0
5:35:07.7357,state,working,4
5:35:11.8156,state,idle,0
5:35:11.8156,state,working,15
5:35:26.5982,state,idle,0
5:35:26.5982,state,working,1
5:35:27.6581,state,idle,0
5:35:27.6581,state,working,1
5:35:28.4581,state,idle,0
5:35:28.4581,state,working,19
5:35:47.0364,state,idle,0
5:35:47.0364,state,working,1
5:35:47.8747,state,idle,0
5:35:47.8747,state,working,1
5:35:48.6747,state,idle,0
5:35:48.6747,state,working,6
5:35:54.9098,state,idle,0
5:35:54.9098,state,working,2
5:35:56.9280,state,idle,0
5:35:56.9280,state,working,19
5:36:15.9924,state,idle,0
5:36:15.9924,state,working,14
5:36:30.4661,state,idle,0
5:36:30.4661,state,working,10
5:36:40.8974,state,idle,0
5:36:40.8974,state,working,57
5:37:37.5504,state,idle,0
5:37:37.5504,state,working,9
5:37:46.7315,state,idle,0
5:37:46.7315,state,working,7
5:37:53.3174,state,idle,0
5:37:53.3174,state,working,2
5:37:55.7549,state,idle,0
5:37:55.7549,state,working,4
5:37:59.5860,state,idle,0
5:37:59.5860,state,working,6
5:38:06.0481,state,idle,0
5:38:06.0481,state,working,1
5:38:07.0954,state,idle,0
5:38:07.0954,state,working,8
5:38:15.5496,state,idle,0
5:38:15.5496,state,working,5
5:38:20.9446,state,idle,0
5:38:20.9446,state,working,4
5:38:25.0052,state,idle,0
5:38:25.0052,state,working,1
5:38:25.8052,state,idle,0
5:38:25.8052,state,working,8
5:38:33.8545,state,idle,0
5:38:33.8545,state,working,4
5:38:37.7315,state,idle,0
5:38:37.7315,state,working,8
5:38:45.7315,state,idle,0
5:38:45.7315,state,working,8
5:38:53.7315,state,idle,0
5:38:53.7315,state,working,8
5:39:01.7315,state,idle,0
5:39:01.7315,state,working,28
5:39:30.1398,state,idle,0
5:39:30.1398,state,working,7
5:39:37.5933,state,idle,0
5:39:37.5933,state,working,12
5:39:49.5547,state,idle,0
5:39:49.5547,state,working,9
5:39:59.0098,state,idle,0
5:39:59.0098,state,working,7
5:40:06.4184,state,idle,0
5:40:06.4184,state,working,18
5:40:24.4157,state,idle,0
5:40:24.4157,state,working,3
5:40:27.8041,state,idle,0
5:40:27.8041,state,working,7
5:40:35.0557,state,idle,0
5:40:35.0557,state,working,9
5:40:44.2822,state,idle,0
5:40:44.2822,state,working,18
5:41:01.8636,state,idle,0
5:41:01.8636,state,working,1
5:41:02.6636,state,idle,0
5:41:02.6636,state,working,7
5:41:09.8514,state,idle,0
5:41:09.8514,state,working,7
5:41:16.6040,state,idle,0
5:41:16.6040,state,working,9
5:41:25.5229,state,idle,0
5:41:25.5229,state,working,9
5:41:34.3972,state,idle,0
5:41:34.3972,state,working,2
5:41:36.7106,state,idle,0
5:41:36.7106,state,working,1
5:41:37.5106,state,idle,0
5:41:37.5106,state,working,17
5:41:54.4404,state,idle,0
5:41:54.4404,state,working,13
5:42:07.0810,state,idle,0
5:42:07.0810,state,working,5
5:42:12.4298,state,idle,0
5:42:12.4298,state,working,3
5:42:15.7803,state,idle,0
5:42:15.7803,state,working,7
5:42:23.0133,state,idle,0
5:42:23.0133,state,working,2
5:42:25.1457,state,idle,0
5:42:25.1457,state,working,3
5:42:27.6585,state,idle,0
5:42:27.6585,state,working,2
5:42:29.4777,state,idle,0
5:42:29.4777,state,working,6
5:42:35.9248,state,idle,0
5:42:35.9248,state,working,11
5:42:46.8824,state,idle,0
5:42:46.8824,state,working,12
5:42:58.9725,state,idle,0
5:42:58.9725,state,working,5
5:43:04.2820,state,idle,0
5:43:04.2820,state,working,1
5:43:05.3417,state,idle,0
5:43:05.3417,state,working,19
5:43:24.1248,state,idle,0
5:43:24.1248,state,working,7
5:43:31.5758,state,idle,0
5:43:31.5758,state,working,17
5:43:48.7732,state,idle,0
5:43:48.7732,state,working,6
5:43:54.8537,state,idle,0
5:43:54.8537,state,working,33
5:44:28.0900,state,idle,0
5:44:28.0900,state,working,7
5:44:35.5386,state,idle,0
5:44:35.5386,state,working,7
5:44:42.6206,state,idle,0
5:44:42.6206,state,working,2
5:44:44.4043,state,idle,0
5:44:44.4043,state,working,3
5:44:46.9041,state,idle,0
5:44:46.9041,state,working,4
5:44:50.8607,state,idle,0
5:44:50.8607,state,working,11
5:45:01.6178,state,idle,0
5:45:01.6178,state,working,6
5:45:08.0331,state,idle,0
5:45:08.0331,state,working,4
5:45:12.2018,state,idle,0
5:45:12.2018,state,working,3
5:45:15.1498,state,idle,0
5:45:15.1498,state,working,50
5:46:05.4405,state,idle,0
5:46:05.4405,state,working,1
5:46:06.5004,state,idle,0
5:46:06.5004,state,working,4
5:46:10.0245,state,idle,0
5:46:10.0245,state,working,4
5:46:13.9376,state,idle,0
5:46:13.9376,state,working,19
5:46:33.1561,state,idle,0
5:46:33.1561,state,working,4
5:46:37.4814,state,idle,0
5:46:37.4814,state,working,1
5:46:38.2814,state,idle,0
5:46:38.2814,state,working,12
5:46:49.8448,state,idle,0
5:46:49.8448,state,working,44
5:47:33.7474,state,idle,0
5:47:33.7474,state,working,8
5:47:41.8877,state,idle,0
5:47:41.8877,state,working,20
5:48:01.5449,state,idle,0
5:48:01.5449,state,working,3
5:48:04.5659,state,idle,0
5:48:04.5659,state,working,3
5:48:07.2716,state,idle,0
5:48:07.2716,state,working,14
5:48:21.0339,state,idle,0
5:48:21.0339,state,working,1
5:48:22.4105,state,idle,0
5:48:22.4105,state,working,18
5:48:40.1553,state,idle,0
5:48:40.1553,state,working,27
5:49:06.7276,state,idle,0
5:49:06.7276,state,working,13
5:49:19.7477,state,idle,0
5:49:19.7477,state,working,3
5:49:22.3534,state,idle,0
5:49:22.3534,state,working,1
5:49:23.7028,state,idle,0
5:49:23.7028,state,working,4
5:49:27.9750,state,idle,0
5:49:27.9750,state,working,10
5:49:37.8871,state,idle,0
5:49:37.8871,state,working,3
5:49:40.7073,state,idle,0
5:49:40.7073,state,working,2
5:49:42.7319,state,idle,0
5:49:42.7319,state,working,15
5:49:57.7465,state,idle,0
5:49:57.7465,state,working,16
5:50:13.6053,state,idle,0
5:50:13.6053,state,working,6
5:50:19.5062,state,idle,0
5:50:19.5062,state,working,5
5:50:24.1638,state,idle,0
5:50:24.1638,state,working,4
5:50:27.8017,state,idle,0
5:50:27.8017,state,working,3
5:50:30.3349,state,idle,0
5:50:30.3349,state,working,1
5:50:31.2897,state,idle,0
5:50:31.2897,state,working,3
5:50:34.7477,state,idle,0
5:50:34.7477,state,working,23
5:50:57.7623,state,idle,0
5:50:57.7623,state,working,1
5:50:58.5623,state,idle,0
5:50:58.5623,state,working,3
5:51:01.1622,state,idle,0
5:51:01.1622,state,working,6
5:51:06.7477,state,idle,0
5:51:06.7477,state,working,8
5:51:14.7477,state,idle,0
5:51:14.7477,state,working,14
5:51:28.9586,state,idle,0
5:51:28.9586,state,working,2
5:51:30.7477,state,idle,0
5:51:30.7477,state,working,40
5:52:11.2242,state,idle,0
5:52:11.2242,state,working,13
5:52:24.2275,state,idle,0
5:52:24.2275,state,working,3
5:52:27.1273,state,idle,0
5:52:27.1273,state,working,1
5:52:27.9273,state,idle,0
5:52:27.9273,state,working,7
5:52:34.6205,state,idle,0
5:52:34.6205,state,working,25
5:52:59.3782,state,idle,0
5:52:59.3782,state,working,7
5:53:06.1735,state,idle,0
5:53:06.1735,state,working,3
5:53:08.7190,state,idle,0
5:53:08.7190,state,working,11
5:53:19.5959,state,idle,0
5:53:19.5959,state,working,10
5:53:29.9232,state,idle,0
5:53:29.9232,state,working,5
5:53:35.1565,state,idle,0
5:53:35.1565,state,working,13
5:53:48.5842,state,failed,11
5:53:59.3559,state,working,15
5:54:14.0177,state,idle,0
5:54:14.0177,state,working,5
5:54:18.7216,state,idle,0
5:54:18.7216,state,working,25
5:54:43.5709,state,idle,0
5:54:43.5709,state,working,4
5:54:47.3210,state,idle,0
5:54:47.3210,state,working,15
5:55:02.7677,state,idle,0
5:55:02.7677,state,working,1
5:55:03.6052,state,idle,0
5:55:03.6052,state,working,8
5:55:11.1431,state,idle,0
5:55:11.1431,state,working,31
5:55:42.1354,state,idle,0
5:55:42.1354,state,working,20
5:56:01.7584,state,idle,0
5:56:01.7584,state,working,7
5:56:08.6131,state,idle,0
5:56:08.6131,state,working,2
5:56:10.6279,state,idle,0
5:56:10.6279,state,working,7
5:56:17.4846,state,idle,0
5:56:17.4846,state,working,12
5:56:29.4790,state,idle,0
5:56:29.4790,state,working,13
5:56:42.9514,state,idle,0
5:56:42.9514,state,working,13
5:56:55.8881,state,idle,0
5:56:55.8881,state,working,3
5:56:58.5450,state,idle,0
5:56:58.5450,state,working,8
5:57:06.5623,state,idle,0
5:57:06.5623,state,working,22
5:57:28.1606,state,idle,0
5:57:28.1606,state,working,2
5:57:30.4632,state,idle,0
5:57:30.4632,state,working,5
5:57:35.4159,state,idle,0
5:57:35.4159,state,working,8
5:57:43.4894,state,idle,0
5:57:43.4894,state,working,9
5:57:52.7471,state,idle,0
5:57:52.7471,state,working,10
5:58:02.7932,state,idle,0
5:58:02.7932,state,working,15
5:58:18.0093,state,idle,0
5:58:18.0093,state,working,8
5:58:26.0269,state,idle,0
5:58:26.0269,state,working,5
5:58:31.0783,state,idle,0
5:58:31.0783,state,working,1
5:58:32.2186,state,idle,0
5:58:32.2186,state,working,5
5:58:37.6511,state,idle,0
5:58:37.6511,state,working,14
5:58:51.9664,state,idle,0
5:58:51.9664,state,working,3
5:58:54.5699,state,idle,0
5:58:54.5699,state,working,10
5:59:04.3353,state,idle,0
5:59:04.3353,state,working,3
5:59:07.1105,state,idle,0
5:59:07.1105,state,working,1
5:59:07.9105,state,idle,0
5:59:07.9105,state,working,2
5:59:10.3159,state,idle,0
5:59:10.3159,state,working,1
5:59:11.1159,state,idle,0
5:59:11.1159,state,working,9
5:59:20.2281,state,idle,0
5:59:20.2281,state,working,5
5:59:25.0269,state,idle,0
5:59:25.0269,state,working,9
5:59:33.6095,state,idle,0
5:59:33.6095,state,working,7
5:59:41.0269,state,idle,0
5:59:41.0269,state,working,8
5:59:49.0269,state,idle,0
5:59:49.0269,state,working,21
6:00:10.3873,state,idle,0
6:00:10.3873,state,working,9
6:00:19.6910,state,idle,0
6:00:19.6910,state,working,10
6:00:30.0881,state,idle,0
6:00:30.0881,state,working,2
6:00:31.6633,state,idle,0
6:00:31.6633,state,working,3
6:00:34.9819,state,idle,0
6:00:34.9819,state,working,7
6:00:41.5593,state,idle,0
6:00:41.5593,state,working,16
6:00:57.4960,state,idle,0
6:00:57.4960,state,working,1
6:00:58.2960,state,idle,0
6:00:58.2960,state,working,3
6:01:01.0269,state,idle,0
6:01:01.0269,state,working,8
6:01:09.0269,state,idle,0
6:01:09.0269,state,working,8
6:01:17.0269,state,idle,0
6:01:17.0269,state,working,8
6:01:25.0269,state,idle,0
6:01:25.0269,state,working,8
6:01:33.0269,state,idle,0
6:01:33.0269,state,working,20
6:01:53.1056,state,idle,0
6:01:53.1056,state,working,2
6:01:54.8638,state,idle,0
6:01:54.8638,state,working,10
6:02:04.8494,state,idle,0
6:02:04.8494,state,working,1
6:02:05.6494,state,idle,0
6:02:05.6494,state,working,7
6:02:13.0269,state,idle,0
6:02:13.0269,state,working,8
6:02:21.0269,state,idle,0
6:02:21.0269,state,working,24
6:02:44.6975,state,idle,0
6:02:44.6975,state,working,1
6:02:45.4975,state,idle,0
6:02:45.4975,state,working,2
6:02:47.7587,state,idle,0
6:02:47.7587,state,working,15
6:03:02.7254,state,idle,0
6:03:02.7254,state,working,13
6:03:15.7288,state,idle,0
6:03:15.7288,state,working,1
6:03:16.5288,state,idle,0
6:03:16.5288,state,working,1
6:03:17.3550,state,idle,0
6:03:17.3550,state,working,9
6:03:26.3509,state,idle,0
6:03:26.3509,state,working,8
6:03:34.2822,state,idle,0
6:03:34.2822,state,working,7
6:03:41.0269,state,idle,0
6:03:41.0269,state,working,16
6:03:56.7261,state,idle,0
6:03:56.7261,state,working,5
6:04:01.5109,state,idle,0
6:04:01.5109,state,working,4
6:04:05.8661,state,idle,0
6:04:05.8661,state,working,9
6:04:15.2974,state,idle,0
6:04:15.2974,state,working,6
6:04:21.0269,state,idle,0
6:04:21.0269,state,working,10
6:04:31.0412,state,idle,0
6:04:31.0412,state,working,46
6:05:16.6275,state,idle,0
6:05:16.6275,state,working,13
6:05:29.9421,state,idle,0
6:05:29.9421,state,working,6
6:05:35.6233,state,idle,0
6:05:35.6233,state,working,15
6:05:50.7138,state,idle,0
6:05:50.7138,state,working,1
6:05:51.9257,state,idle,0
6:05:51.9257,state,working,29
6:06:20.6514,state,idle,0
6:06:20.6514,state,working,4
6:06:24.5850,state,idle,0
6:06:24.5850,state,working,13
6:06:37.2864,state,idle,0
6:06:37.2864,state,working,11
6:06:48.6497,state,idle,0
6:06:48.6497,state,working,1
6:06:49.4689,state,idle,0
6:06:49.4689,state,working,1
6:06:50.2689,state,idle,0
6:06:50.2689,state,working,29
6:07:19.3114,state,idle,0
6:07:19.3114,state,working,7
6:07:25.9357,state,idle,0
6:07:25.9357,state,working,8
6:07:33.6583,state,idle,0
6:07:33.6583,state,working,4
6:07:37.3916,state,idle,0
6:07:37.3916,state,working,12
6:07:48.9153,state,idle,0
6:07:48.9153,state,working,14
6:08:02.5078,state,idle,0
6:08:02.5078,state,working,3
6:08:05.9314,state,idle,0
6:08:05.9314,state,working,1
6:08:06.9221,state,idle,0
6:08:06.9221,state,working,6
6:08:12.5867,state,idle,0
6:08:12.5867,state,working,5
6:08:17.1530,state,idle,0
6:08:17.1530,state,working,12
